6,065457904507386
5,9766727758590505
6,2919742496010596
8,189880789058337
8,109361074871552
8,402647237089619
5,641031442140603
7,6928846254974586
7,059031473764472
6,727840967402195
6,311117666826798
6,438749567385032
6,574359031456088
5,683351175648298
5,548902796738087
6,815234019263438
5,433836251770783
4,687066083132326
5,953035685794757
6,359934673180691
6,868080140035603
6,703279000521997
7,450924738106145
7,354522915099572
7,071318355644228
6,335879651297181
6,995876174572004
5,930647795928814
5,702163951566534
5,220140545922516
6,68784143509267
7,97277411130711
9,410452850647527
4,31747236709727
7,155436500133412
4,215323986954458
8,000118257399315
6,859946020463089
7,378718737422589
8,280270535903234
7,548675265573677
7,489348232001655
5,426126371753504
9,518988227482513
9,037769230226356
7,400822248102889
8,459093180984578
8,833188262353907
8,361541027582948
8,980221259377199
5,461066572304693
7,309656258770497
8,144574395102053
8,135069044587064
7,522396877896545
6,106742578742957
6,91053040836672
7,3070972179856195
8,798102974450462
7,594796687503486
7,098387996767567
6,253476823173553
6,119153892355163
6,733527471675186
6,451457186954377
7,371098659768263
8,41813783140724
6,806690904503822
7,679874021949344
5,868461811337483
6,870539881589137
7,350157473531192
7,362007292671148
5,609275261639073
6,174066868083804
6,92709488683534
6,951376552825127
7,1536434238896955
6,815087557666332
5,903985718190622
6,273552298235126
5,862824764038815
6,286896088451103
5,380909289402288
8,435405081139681
7,394578851424037
6,710152294011543
7,330885461336622
6,083030652120423
7,931540915868797
5,761762126592015
8,015118503476883
7,859421032237909
5,8513445870512655
5,786890661291469
6,383045974861237
5,526805707716111
7,235050410778263
5,377410083342743
4,796914420890578
7,862654666768785
6,064956312093017
6,365828765246776
5,499017433622716
6,869565211787161
6,158381903915242
6,251927895180867
8,32692833964032
6,7163538662927955
7,317298607001654
6,635735619970812
7,363483544503509
7,892411114158972
6,058620043321009
6,650105425609491
7,950694082871816
7,37798380881361
4,8900042419103125
7,131897991936528
5,4488917183277685
6,676232745265286
5,100976895419725
8,321170189635794
4,577899732138423
5,566648665308215
7,632343863609192
6,383515178100166
7,08772030021381
6,856297809096292
7,300023218133737
7,719936547648999
8,279402683603099
7,341200774090656
7,678615899637594
7,815303759683404
6,833129643766199
7,330157395064495
8,661364987005097
6,827270257789207
4,482555473494181
7,099970635712427
6,080077292985728
7,177335974334296
6,901377891249599
7,094981620842413
7,167775914386224
7,2706786260212635
6,161192906129403
8,587975785950244
5,29497703930858
6,189009735097907
7,817736828872318
6,217435449414207
7,825588479325933
7,535648579391021
5,271220111359687
8,421719940930736
6,699787360539074
5,958516792051997
7,222817901292241
7,854939378838987
6,131977561902361
7,248250141860747
7,886241795158357
6,178944312459578
7,005689919293606
6,10650660480271
6,316988623392595
7,531967384484421
7,734911634820726
5,768839675981062
7,06129866049004
6,428731102096725
7,270387150817185
4,88396383835962
8,055359281326787
6,914310134321836
8,28657816622787
7,769598747123241
6,652585927858512
6,662091592042094
7,281488981362322
5,000111884082634
6,4858826527873825
6,126004917387915
6,312214704420751
6,553891300737927
7,911115351510006
6,757754035404434
7,176636723794167
7,306566380841622
5,5850861762515205
7,5516906355308775
7,997898711952458
7,134860159718372
7,408361633698662
7,7455161938880615
6,898040241397754
6,222490774625336
6,672649539642008
6,405224573426887
4,761340764050923
5,871085582890947
8,357635564703838
6,722909679208136
